Iain Stewart; 1964; Scotland; University of Bristol
Stephen Philip Jackson; 1962; United Kingdom; University of Edinburgh
Marion Cameron Gray; 1902; United Kingdom; University of Edinburgh
Victor Branford; 1863; United Kingdom; University of Edinburgh
James Clark; 1964; United Kingdom; Charterhouse School
Nancy Rothwell; 1955; United Kingdom; Queen Elizabeth College
Marion Cameron Gray; 1902; United Kingdom; Bryn Mawr College
Anthony Frederick Orchard; 1941; United Kingdom; Merton College, Oxford
Irwin McLean; 1963; United Kingdom; Queen's University Belfast
Muriel Pemberton; 1909; United Kingdom; Royal College of Art
Julian Parkhill; 1964; United Kingdom; University of Birmingham
Stephen Philip Jackson; 1962; United Kingdom; University of Leeds
Anthony Frederick Orchard; 1941; United Kingdom; Wadham College, Oxford
John Benjamin Murphy; 1857; United States; Rush Medical College
James A. Yorke; 1941; United States; University of Maryland, College Park
Thomas Henry Kearney; 1874; United States; University of Tennessee
Joel Aaron Tropp; 1977; United States; University of Texas at Austin
Susan Leeman; 1930; United States; Radcliffe College
Kai Wehmeier; 1968; United States; Ruhr University Bochum
Joseph Weber; 1919; United States; The Catholic University of America
Phil Zuckerman; 1969; United States; University of Oregon
Irwin McLean; 1963; Northern Ireland national football team; Queen's University Belfast
Caroline Augusta Foley Rhys Davids; 1857; East Sussex; University College London
Caroline Augusta Foley Rhys Davids; 1857; England; University College London
John Frank Charles Kingman; 1939; England; Pembroke College, Cambridge
Alan Lloyd Hodgkin; 1914; England; Trinity College, Cambridge
Jeremy Black; 1951; England; University of Oxford
Banesh Hoffmann; 1906; North Yorkshire; Princeton University
Banesh Hoffmann; 1906; North Yorkshire; University of Oxford
James Stirling; 1953; Northern Ireland; Peterhouse, Cambridge
Alan Lloyd Hodgkin; 1914; Oxfordshire; Trinity College, Cambridge
Elias M. Stein; 1931; Belgium; University of Chicago
John Reynolds; 1959; Canada; Queen's University
John Reynolds; 1959; Canada; University of Toronto
Ta-You Wu; 1907; China; University of Michigan
Vaclav Smil; 1943; Czech Republic; Charles University in Prague
Jean-Pierre Serre; 1926; France; University of Paris
John Grenville; 1928; Germany; London School of Economics
Uta Frith; 1941; Germany; King's College London
A. K. Narain; 1925; India; Banaras Hindu University
Nader Engheta; 1955; Iran; California Institute of Technology
Nader Engheta; 1955; Iran; University of Tehran
Alexander Pines; 1945; Israel; Massachusetts Institute of Technology
Bart Bok; 1906; Netherlands; Leiden University
Jan Burgers; 1895; Netherlands; Leiden University
Astrid Cleve; 1875; Sweden; Uppsala University
Armand Borel; 1923; Switzerland; ETH Zurich
Lorna Wing; 1928; United Kingdom; Chatham Grammar School for Girls
Walter Frank Raphael Weldon; 1860; United Kingdom; St John's College, Cambridge
Raymond B. Cattell; 1905; United Kingdom; University College London
Caroline Augusta Foley Rhys Davids; 1857; United Kingdom; University College London
Agnes Arber; 1879; United Kingdom; University College London
Gordon Pask; 1928; United Kingdom; University of London
John Frank Charles Kingman; 1939; United Kingdom; Pembroke College, Cambridge
James Stirling; 1953; United Kingdom; Peterhouse, Cambridge
Banesh Hoffmann; 1906; United Kingdom; Princeton University
Alan Lloyd Hodgkin; 1914; United Kingdom; Trinity College, Cambridge
Frederick Hopkins; 1861; United Kingdom; King's College London
David George Hogarth; 1862; United Kingdom; University of Oxford
Jeremy Black; 1951; United Kingdom; University of Oxford
Banesh Hoffmann; 1906; United Kingdom; University of Oxford
Malcolm Renfrew; 1910; United States; University of Idaho
Lynn J. Rothschild; 1957; United States; Brown University
Maurice Berger; 1956; United States; Hunter College
Samuel Wendell Williston; 1851; United States; Kansas State University
Louis Friedman; 1941; United States; Massachusetts Institute of Technology
Peter Elias; 1923; United States; Massachusetts Institute of Technology
Sy D. Friedman; 1953; United States; Massachusetts Institute of Technology
Whitfield Diffie; 1944; United States; Massachusetts Institute of Technology
Abdulalim A. Shabazz; 1927; United States; Massachusetts Institute of Technology
Alan N. Shapiro; 1956; United States; Massachusetts Institute of Technology
Ascher H. Shapiro; 1916; United States; Massachusetts Institute of Technology
Joan Feynman; 1927; United States; Oberlin College
Elias Porter; 1914; United States; Ohio State University
William V. Houston; 1900; United States; Ohio State University
Ralph E. Gomory; 1929; United States; Princeton University
Richard Hamilton; 1943; United States; Princeton University
Wylie W. Vale; 1941; United States; Rice University
Joan Feynman; 1927; United States; Syracuse University
Robert B Merrifield; 1921; United States; University of California, Los Angeles
Gilbert Ames Bliss; 1876; United States; University of Chicago
Jerome Isaac Friedman; 1930; United States; University of Chicago
John Reynolds; 1923; United States; University of Chicago
Janet Rowley; 1925; United States; University of Chicago
Ralph E. Gomory; 1929; United States; Williams College
Erna Schneider Hoover; 1926; United States; Yale University
Richard Hamilton; 1943; United States; Yale University
Samuel Wendell Williston; 1851; United States; Yale University
Marlan O. Scully; 1939; United States; Yale University
James Berger; 1950; United States; Cornell University
Louis Friedman; 1941; United States; Cornell University
Abdulalim A. Shabazz; 1927; United States; Cornell University
Alan N. Shapiro; 1956; United States; Cornell University
Julian Schwinger; 1918; United States; City College of New York
Peter Pronovost; 1965; United States; Doctor of Philosophy
Arlo U. Landolt; 1935; United States; Indiana University
Peter Pronovost; 1965; United States; Johns Hopkins School of Medicine
Julian Schwinger; 1918; United States; Columbia University
Beth Shapiro; 1976; United States; University of Oxford
Percy Gilchrist; 1851; Dorset; Felsted School
Percy Gilchrist; 1851; England; Felsted School
James Stirling; 1953; Northern Ireland; University of Cambridge
Arthur Maitland Emmet; 1908; Oxfordshire; University College, Oxford
Arthur Maitland Emmet; 1908; Oxfordshire; Sherborne School
Karl Landsteiner; 1868; Austria; University of Vienna
Peter L. Berger; 1929; Austria; Wagner College
Peter L. Berger; 1929; Austria; The New School
Willard Boyle; 1924; Canada; McGill University
Willard Boyle; 1924; Canada; Lower Canada College
Emmy Noether; 1882; Germany; University of Erlangen-Nuremberg
Uta Frith; 1941; Germany; Saarland University
Carl Bosch; 1874; Germany; Technical University of Berlin
Hans Berger; 1873; Germany; University of Jena
A. K. Narain; 1925; India; SOAS, University of London
Sir Chandrasekhara Venkata Raman; 1888; India; University of Madras
Ugo Fano; 1912; Italy; University of Turin
Tatsuji Nomura; 1922; Japan; Keio University
Shosaku Numa; 1929; Japan; Kyoto University
Yoshihisa Yamamoto; 1950; Japan; Tokyo Institute of Technology
Yoshihisa Yamamoto; 1950; Japan; University of Tokyo
Bart Bok; 1906; Netherlands; University of Groningen
Cristian Sorin Calude; 1952; Romania; University of Bucharest
Sergei Lvovich Sobolev; 1908; Russia; Saint Petersburg State University
Jakob Karol Parnas; 1884; Ukraine; Technical University of Berlin
Robin Coombs; 1921; United Kingdom; King's College, Cambridge
Gordon Pask; 1928; United Kingdom; University of Cambridge
James Stirling; 1953; United Kingdom; University of Cambridge
Robin Coombs; 1921; United Kingdom; University of Edinburgh
Percy Gilchrist; 1851; United Kingdom; Felsted School
Arthur Maitland Emmet; 1908; United Kingdom; University College, Oxford
Agnes Arber; 1879; United Kingdom; Newnham College, Cambridge
Gordon Pask; 1928; United Kingdom; Open University
Arthur Maitland Emmet; 1908; United Kingdom; Sherborne School
John Reynolds; 1923; United States; Harvard University
Lee Smolin; 1955; United States; Harvard University
Marston Morse; 1892; United States; Harvard University
Peter Pronovost; 1965; United States; Doctor of Medicine
Peter Pronovost; 1965; United States; Fairfield University
Morris E. Leeds; 1869; United States; Humboldt University of Berlin
Alan N. Shapiro; 1956; United States; New York University
Peter Pronovost; 1965; United States; Bachelor of Arts
Peter Pronovost; 1965; United States; Doctor of Science
James Van Allen; 1914; United States; Iowa Wesleyan College
Marlan O. Scully; 1939; United States; Casper College
John Fillmore Hayford; 1868; United States; Cornell University College of Engineering
Abdulalim A. Shabazz; 1927; United States; Lincoln University (Pennsylvania)
Barton H. Warnock; 1911; United States; University of Texas at Austin
Richard Hamilton; 1943; United States; Walnut Hills High School (Cincinnati, Ohio)
Wylie W. Vale; 1941; United States; Baylor College of Medicine
Marston Morse; 1892; United States; Colby College
Wendell Meredith Stanley; 1904; United States; Earlham College
William Swann; 1952; United States; Gettysburg College
Lee Smolin; 1955; United States; Hampshire College
Morris E. Leeds; 1869; United States; Haverford College
Arthur J. Cronquist; 1919; United States; Idaho State University
Marlan O. Scully; 1939; United States; Rensselaer Polytechnic Institute
David Baltimore; 1938; United States; Rockefeller University
Barton H. Warnock; 1911; United States; Sul Ross State University
David Baltimore; 1938; United States; Swarthmore College
Maurice Berger; 1956; United States; The Graduate Center, CUNY
Beth Shapiro; 1976; United States; University of Georgia
James Van Allen; 1914; United States; University of Iowa
Arthur J. Cronquist; 1919; United States; University of Minnesota
Malcolm Renfrew; 1910; United States; University of Minnesota
William Swann; 1952; United States; University of Minnesota
Elias Porter; 1914; United States; University of Oregon
Marlan O. Scully; 1939; United States; University of Wyoming
Arthur J. Cronquist; 1919; United States; Utah State University
Erna Schneider Hoover; 1926; United States; Wellesley College
Ivor Owen Grattan-Guinness; 1941; Derbyshire; London School of Economics
Ivor Owen Grattan-Guinness; 1941; Derbyshire; University of London
Ivor Owen Grattan-Guinness; 1941; England; London School of Economics
Ivor Owen Grattan-Guinness; 1941; England; University of London
Beatrice Tinsley; 1941; England; University of Canterbury
Basil John Mason; 1923; Norfolk; University of Nottingham
Seamus Deane; 1940; Northern Ireland; Pembroke College, Cambridge
J. Hyam Rubinstein; 1948; Australia; University of California, Berkeley
David Weitz; 1951; Canada; University of Waterloo
Raymond Lemieux; 1920; Canada; Ohio State University
Arthur Jeffrey Dempster; 1886; Canada; Doctor of Philosophy
Frederick Jelinek; 1932; Czech Republic; Massachusetts Institute of Technology
Erich Leo Lehmann; 1917; France; Doctor of Philosophy
Rudolf Peierls; 1907; Germany; University of Manchester
Michael Artin; 1934; Germany; Princeton University
Hermann Gummel; 1923; Germany; Syracuse University
Hermann Gummel; 1923; Germany; University of Marburg
Luigi Ambrosio; 1963; Italy; Doctor of Philosophy
Ennio De Giorgi; 1928; Italy; Sapienza University of Rome
Luigi Ambrosio; 1963; Italy; Scuola Normale Superiore di Pisa
Hector Ruiz; 1945; Mexico; Rice University
Pieter Moree; 1956; Netherlands; Leiden University
Hendrik Brugt Gerhard Casimir; 1909; Netherlands; Leiden University
Gerardus 't Hooft; 1946; Netherlands; Utrecht University
David Garner; 1928; New Zealand; Victoria University of Wellington
Eugene B. Dynkin; 1924; Russia; Moscow State University
Mikhail Vasilyevich Menshikov; 1948; Russia; Moscow State University
Juan Ignacio Cirac Sasturain; 1965; Spain; Complutense University of Madrid
Gunnar Myrdal; 1898; Sweden; Stockholm University
Ivor Owen Grattan-Guinness; 1941; United Kingdom; London School of Economics
David Jack; 1924; United Kingdom; University of London
Ivor Owen Grattan-Guinness; 1941; United Kingdom; University of London
John Shepherd; 1946; United Kingdom; Pembroke College, Cambridge
Seamus Deane; 1940; United Kingdom; Pembroke College, Cambridge
Beatrice Tinsley; 1941; United Kingdom; University of Canterbury
Basil John Mason; 1923; United Kingdom; University of Nottingham
David Jack; 1924; United Kingdom; Royal College of Science and Technology
Eslanda Goode Robeson; 1895; United States; London School of Economics
Melvin Calvin; 1911; United States; Michigan Technological University
William Le Roy Emmet; 1858; United States; United States Naval Academy
Nick J. Bruno; 1951; United States; University of Mississippi
Ida Pauline Rolf; 1896; United States; Barnard College
Gene Myers; 1953; United States; California Institute of Technology
Eric Allin Cornell; 1961; United States; Massachusetts Institute of Technology
Samuel Madden; 1976; United States; Massachusetts Institute of Technology
William Goddard; 1913; United States; Occidental College
Esther Takeuchi; 1953; United States; Ohio State University
David Pines; 1924; United States; Princeton University
Donald Howard Menzel; 1901; United States; Princeton University
Melvin Hochster; 1943; United States; Princeton University
Philip Bobbitt; 1948; United States; Princeton University
James Tour; 1959; United States; Purdue University
Eric Allin Cornell; 1961; United States; Stanford University
James Tour; 1959; United States; Stanford University
Loren Mosher; 1933; United States; Stanford University
James Tour; 1959; United States; Syracuse University
James L. Patton; 1941; United States; University of Arizona
Samuel Madden; 1976; United States; University of California, Berkeley
Glen Culler; 1927; United States; University of California, Berkeley
James Watson Cronin; 1931; United States; University of Chicago
Louis Leon Thurstone; 1887; United States; University of Chicago
George David Birkhoff; 1884; United States; University of Chicago
Paul R. Ehrlich; 1932; United States; University of Pennsylvania
Ray Blanchard; 1945; United States; University of Pennsylvania
Esther Takeuchi; 1953; United States; University of Pennsylvania
Victor Blanchard Scheffer; 1906; United States; University of Washington
John Ostrom; 1928; United States; Yale University
Peter Moore; 1939; United States; Yale University
David Morris Lee; 1931; United States; Yale University
John Amsden Starkweather; 1925; United States; Yale University
Irwin I. Shapiro; 1929; United States; Cornell University
Louis Leon Thurstone; 1887; United States; Cornell University
John Amsden Starkweather; 1925; United States; Clinical psychology
Herbert Wechsler; 1909; United States; City College of New York
Eslanda Goode Robeson; 1895; United States; Columbia University
John Ostrom; 1928; United States; Columbia University
Melvin Schwartz; 1932; United States; Columbia University
Anne Treisman; 1935; England; University of Oxford
Beatrice Tinsley; 1941; England; University of Texas at Austin
Edward Charles Titchmarsh; 1899; England; Balliol College, Oxford
John A. Ratcliffe; 1902; Lancashire; University of Cambridge
Digby McLaren; 1919; Northern Ireland; University of Michigan
Seamus Deane; 1940; Northern Ireland; Queen's University Belfast
Robert Petrie; 1906; Scotland; University of Michigan
Raymond Lemieux; 1920; Canada; University of Alberta
Arthur Jeffrey Dempster; 1886; Canada; University of Toronto
David Weitz; 1951; Canada; Harvard University
Raymond Lemieux; 1920; Canada; McGill University
Michael Artin; 1934; Germany; Harvard University
Hans Goldschmidt; 1861; Germany; Humboldt University of Berlin
Rudolf Peierls; 1907; Germany; Humboldt University of Berlin
Hans Euler-Chelpin; 1873; Germany; Humboldt University of Berlin
Richard Brauer; 1901; Germany; Humboldt University of Berlin
Rudolf Arnheim; 1904; Germany; Humboldt University of Berlin
Eugen Bamberger; 1857; Germany; Humboldt University of Berlin
Hans von Mangoldt; 1854; Germany; Humboldt University of Berlin
Rudolf Peierls; 1907; Germany; University of Cambridge
Gerson Goldhaber; 1924; Germany; Hebrew University of Jerusalem
Eugen Bamberger; 1857; Germany; Heidelberg University
Rudolf Peierls; 1907; Germany; Leipzig University
Johannes Franz Hartmann; 1865; Germany; Leipzig University
Rudolf Peierls; 1907; Germany; Ludwig Maximilian University of Munich
Oskar Perron; 1880; Germany; Ludwig Maximilian University of Munich
Eugen Bamberger; 1857; Germany; Ludwig Maximilian University of Munich
Tom W. B. Kibble; 1932; India; University of Edinburgh
Ghil'ad Zuckermann; 1971; Israel; University of Oxford
Jules A. Hoffmann; 1941; Luxembourg; University of Strasbourg
Hector Ruiz; 1945; Mexico; University of Texas at Austin
David Garner; 1928; New Zealand; New York University
Pedro Paulet Mostajo; 1874; Peru; University of Paris III: Sorbonne Nouvelle
David Botstein; 1942; Switzerland; University of Michigan
David Botstein; 1942; Switzerland; Harvard University
Victor Goldschmidt; 1888; Switzerland; University of Oslo
David Jack; 1924; United Kingdom; University of Glasgow
Digby McLaren; 1919; United Kingdom; University of Michigan
Robert Petrie; 1906; United Kingdom; University of Michigan
Anne Treisman; 1935; United Kingdom; University of Oxford
Graham Bell; 1949; United Kingdom; University of Oxford
John Shepherd; 1946; United Kingdom; Cavendish Laboratory
John Shepherd; 1946; United Kingdom; University of Cambridge
John A. Ratcliffe; 1902; United Kingdom; University of Cambridge
Beatrice Tinsley; 1941; United Kingdom; University of Texas at Austin
Edward Charles Titchmarsh; 1899; United Kingdom; Balliol College, Oxford
Seamus Deane; 1940; United Kingdom; Queen's University Belfast
Cassius Jackson Keyser; 1862; United States; Columbia University
David Rosenhan; 1929; United States; Columbia University
Heinrich Ries; 1871; United States; Columbia University
Ida Pauline Rolf; 1896; United States; Columbia University
Henry Field; 1902; United States; University of Oxford
Philip Bobbitt; 1948; United States; University of Oxford
Irwin I. Shapiro; 1929; United States; Harvard University
Loren Mosher; 1933; United States; Harvard University
Melvin Hochster; 1943; United States; Harvard University
Peter Moore; 1939; United States; Harvard University
Robert B. Wilson; 1937; United States; Harvard University
David Morris Lee; 1931; United States; Harvard University
Garrett Birkhoff; 1911; United States; Harvard University
Jesse Richard Pitts; 1921; United States; Harvard University
Eslanda Goode Robeson; 1895; United States; Hartford Seminary
David Rosenhan; 1929; United States; Yeshiva College (Yeshiva University)
Fred Meissner; 1931; United States; Colorado School of Mines
Doris M Cochran; 1898; United States; George Washington University
Frank Burr Mallory; 1862; United States; Harvard College
E. Morton Jellinek; 1890; United States; Humboldt University of Berlin
Heinrich Ries; 1871; United States; Humboldt University of Berlin
John Amsden Starkweather; 1925; United States; Northwestern University
Garrett Birkhoff; 1911; United States; University of Cambridge
Doris M Cochran; 1898; United States; University of Maryland, College Park
Gary Westfall; 1950; United States; University of Texas at Austin
William Maples; 1937; United States; University of Texas at Austin
Herbert Wechsler; 1909; United States; Columbia Law School
Frank Burr Mallory; 1862; United States; Harvard Medical School
Keith Millis; 1915; United States; Rensselaer Polytechnic Institute
Digby McLaren; 1919; Republic of Ireland; University of Michigan
Ivor Owen Grattan-Guinness; 1941; Derbyshire; Wadham College, Oxford
Ivor Owen Grattan-Guinness; 1941; England; Wadham College, Oxford
Fritz Ullmann; 1875; Germany; University of Geneva
Ghil'ad Zuckermann; 1971; Israel; St Hugh's College, Oxford
Ghil'ad Zuckermann; 1971; Israel; Tel Aviv University
Francesco Severi; 1879; Italy; University of Turin
Konstantin Petrzhak; 1907; Poland; Saint Petersburg State University
Vladimir Ivanovich Smirnov; 1887; Russia; Saint Petersburg State University
Ivor Owen Grattan-Guinness; 1941; United Kingdom; Wadham College, Oxford
Elmer S. Riggs; 1869; United States; University of Kansas
John Ostrom; 1928; United States; Union College
Michael Lynch; 1951; United States; University of Minnesota
James Watson Cronin; 1931; United States; Southern Methodist University
David Morris Lee; 1931; United States; University of Connecticut
Nick J. Bruno; 1951; United States; Southeastern Louisiana University
Donald Howard Menzel; 1901; United States; University of Denver
Melvin Calvin; 1911; United States; University of Minnesota
Philip Bobbitt; 1948; United States; Yale Law School
Gene Myers; 1953; United States; University of Colorado Boulder
Richard Susskind; 1961; Scotland; University of Glasgow
John Currie Gunn; 1916; Scotland; University of Glasgow
Colin Blakemore; 1944; Warwickshire; University of California, Berkeley
Samuel Epstein; 1919; Belarus; University of Manitoba
Aise Johan De Jong; 1966; Belgium; Leiden University
Anna Christina Nobre De Ozorio; 1963; Brazil; Williams College
Anna Christina Nobre De Ozorio; 1963; Brazil; Yale University
Lisa Feldman Barrett; 1963; Canada; University of Waterloo
Louis-Philippe Morency; 1977; Canada; Massachusetts Institute of Technology
Martin Fleischmann; 1927; Czech Republic; Imperial College London
Max Wertheimer; 1880; Czech Republic; Charles University in Prague
Hassan Aref; 1950; Egypt; Cornell University
Rolf Gindorf; 1939; Germany; Institute for Advanced Study of Human Sexuality
Mihalis Yannakakis; 1953; Greece; Princeton University
Sanjeev Arora; 1968; India; Massachusetts Institute of Technology
C.N.R. Rao; 1934; India; Purdue University
Sanjeev Arora; 1968; India; University of California, Berkeley
C.N.R. Rao; 1934; India; Banaras Hindu University
Jack van Lint; 1932; Indonesia; Utrecht University
Habibollah Hedayat; 1917; Iran; University of London
Zabihollah Rezaee; 1954; Iran; University of Mississippi
Habibollah Hedayat; 1917; Iran; University of Paris
Parviz Moin; 1952; Iran; Stanford University
Federico Capasso; 1949; Italy; Sapienza University of Rome
Koenraad W Swart; 1916; Netherlands; Leiden University
Nicolaas Kuiper; 1920; Netherlands; Leiden University
Tjalling Charles Koopmans; 1910; Netherlands; Leiden University
Eric Mazur; 1954; Netherlands; Leiden University
Tjalling Charles Koopmans; 1910; Netherlands; Utrecht University
Jean-Michel Bismut; 1948; Portugal; University of Paris
Kirill Gurov; 1918; Russia; Moscow State University
Sergey Vavilov; 1891; Russia; Moscow State University
Aleksei Fedorovich Filippov; 1923; Russia; Moscow State University
Andrey Korotayev; 1961; Russia; Moscow State University
Lennart Axel Edvard Carleson; 1928; Sweden; Uppsala University
Muzafer Sherif; 1906; Turkey; Columbia University
Mark G. Krein; 1907; Ukraine; Odessa University
Robert Watson; 1977; United Kingdom; Carnegie Mellon University
Samuel Hollander; 1937; United Kingdom; London School of Economics
Laurence Pearl; 1956; United Kingdom; University College London
Samuel Hollander; 1937; United Kingdom; Princeton University
Colin Blakemore; 1944; United Kingdom; University of California, Berkeley
Richard Susskind; 1961; United Kingdom; University of Glasgow
John Currie Gunn; 1916; United Kingdom; University of Glasgow
Catherine Gody Wolf; 1947; United States; Tufts University
Richard A. Epstein; 1927; United States; University of Barcelona
Michael Munger; 1958; United States; Washington University in St. Louis
Catherine Gody Wolf; 1947; United States; Brown University
Michael Shulman; 1980; United States; California Institute of Technology
Clarence Allen; 1925; United States; California Institute of Technology
William M. Hartmann; 1939; United States; Iowa State University
Ellen Silbergelld; 1945; United States; Johns Hopkins University
Nathan Rosen; 1909; United States; Massachusetts Institute of Technology
Clarence Allen; 1925; United States; Reed College
David Eagleman; 1971; United States; Rice University
Norman Abramson; 1932; United States; Stanford University
William K. Hartmann; 1939; United States; University of Arizona
Richard A. Epstein; 1927; United States; University of California, Los Angeles
John D. Roberts; 1918; United States; University of California, Los Angeles
Robert Rosen; 1934; United States; University of Chicago
Irwin Weil; 1928; United States; University of Chicago
Jeremiah P. Ostriker; 1937; United States; University of Chicago
Philip Rabinowitz; 1926; United States; University of Pennsylvania
Jesse Francis McClendon; 1880; United States; University of Pennsylvania
Alan S. Kaufman; 1944; United States; University of Pennsylvania
Nevin S. Scrimshaw; 1918; United States; University of Rochester
Richard Allen Epstein; 1943; United States; Yale University
Arthur C. Keller; 1901; United States; Yale University
Leonard Susskind; 1940; United States; Cornell University
Peter A. Carruthers; 1935; United States; Cornell University
Leonard Susskind; 1940; United States; City College of New York
Elmer L. Gaden Jr.; 1923; United States; Columbia School of Engineering and Applied Science
Richard Allen Epstein; 1943; United States; Columbia University
Arthur C. Keller; 1901; United States; Columbia University
Alan S. Kaufman; 1944; United States; Columbia University
Bruno H. Zimm; 1920; United States; Columbia University
William J. Clench; 1897; United States; University of Michigan
Donald Michie; 1923; Burma; Balliol College, Oxford
Mike Morton; 1924; England; University of Huddersfield
Mike Morton; 1924; England; University of Leeds
Richard Susskind; 1961; Scotland; Balliol College, Oxford
Colin Blakemore; 1944; Warwickshire; University of Cambridge
Kazimierz Twardowski; 1866; Austria; University of Vienna
Arnold Durig; 1872; Austria; University of Innsbruck
Samuel Epstein; 1919; Belarus; McGill University
Aise Johan De Jong; 1966; Belgium; Radboud University Nijmegen
Irving Kaplansky; 1917; Canada; Harvard University
Petr Beckmann; 1924; Czech Republic; Academy of Sciences of the Czech Republic
Hassan Aref; 1950; Egypt; University of Copenhagen
Jean-Pierre Changeux; 1936; France; Pasteur Institute
Stanislas Dehaene; 1965; France; School for Advanced Studies in the Social Sciences
Stanislas Dehaene; 1965; France; University of Oregon
Felix Jacoby; 1876; Germany; Humboldt University of Berlin
Carl Harries; 1866; Germany; Humboldt University of Berlin
Erwin Kreyszig; 1922; Germany; Darmstadt University
Otto Lehmann; 1855; Germany; University of Strasbourg
Otto Loewi; 1873; Germany; University of Strasbourg
Otto Schott; 1851; Germany; University of Jena
Mihalis Yannakakis; 1953; Greece; National Technical University of Athens
Prem Pandey; 1945; India; Allahabad University
C.N.R. Rao; 1934; India; University of Mysore
K.S Krishnan; 1898; India; Madras Christian College
K.S Krishnan; 1898; India; American College, Madurai
K.S Krishnan; 1898; India; University of Calcutta
Habibollah Hedayat; 1917; Iran; University of Tehran
Zabihollah Rezaee; 1954; Iran; Tarleton State University
Parviz Moin; 1952; Iran; University of Minnesota
Erminio Costa; 1924; Italy; University of Cagliari
Nicola Fusco; 1956; Italy; University of Naples Federico II
Kaoru Ishikawa; 1915; Japan; University of Tokyo
Eric Mazur; 1954; Netherlands; Harvard University
Nikolai Ivanovich Vavilov; 1887; Russia; Russian State Agricultural University
Peter Ziegler; 1928; Switzerland; University of Zurich
Muzafer Sherif; 1906; Turkey; Istanbul University
Borys Yevhenovych Paton; 1918; Ukraine; Kyiv Polytechnic Institute
Mark Kac; 1914; Ukraine; Lviv University
Mike Morton; 1924; United Kingdom; University of Huddersfield
Colin Blakemore; 1944; United Kingdom; University of Cambridge
David Stoddart; 1937; United Kingdom; University of Cambridge
Richard Susskind; 1961; United Kingdom; Balliol College, Oxford
Laurence Pearl; 1956; United Kingdom; Birkbeck, University of London
Mike Morton; 1924; United Kingdom; University of Leeds
Margaret Becklake; 1922; United Kingdom; University of the Witwatersrand
Robert Watson; 1977; United Kingdom; Wolfson College, Cambridge
Richard Allen Epstein; 1943; United States; University of Oxford
William M. Hartmann; 1939; United States; University of Oxford
Nevin S. Scrimshaw; 1918; United States; Harvard University
Norman Abramson; 1932; United States; Harvard University
Irwin Weil; 1928; United States; Harvard University
Jeremiah P. Ostriker; 1937; United States; Harvard University
William J. Clench; 1897; United States; Harvard University
Michael Munger; 1958; United States; Davidson College
Peter A. Carruthers; 1935; United States; Carnegie Institute of Technology
William Jaco; 1940; United States; Fairmont State University
Albert Whitford; 1905; United States; Milton College
Melvin Lerner; 1929; United States; New York University
Richard Lerner; 1938; United States; Northwestern University
Louis T. Wright; 1881; United States; Clark Atlanta University
William Jaco; 1940; United States; Pennsylvania State University
William K. Hartmann; 1939; United States; Pennsylvania State University
Herschel H Cudd; 1912; United States; University of Texas at Austin
Jesse Francis McClendon; 1880; United States; University of Texas at Austin
Robert Alan Good; 1922; United States; University of Minnesota Medical School
David Eagleman; 1971; United States; Baylor College of Medicine
Louis T. Wright; 1881; United States; Harvard Medical School
Mahlon Hoagland; 1921; United States; Harvard Medical School
Elmer L. Gaden Jr.; 1923; United States; New York University Polytechnic School of Engineering
John M Riebe; 1921; United States; Rensselaer Polytechnic Institute
Michael E. Greenberg; 1954; United States; Rockefeller University
David Eagleman; 1971; United States; Salk Institute for Biological Studies
Richard Lerner; 1938; United States; Stanford University School of Medicine
Robert Alan Good; 1922; United States; University of Minnesota
Andrew Nelson Lytle; 1902; United States; Vanderbilt University
Ellen Silbergelld; 1945; United States; Vassar College
Michael E. Greenberg; 1954; United States; Wesleyan University
John Wishart; 1898; Scotland; University College London
Samuel L. Braunstein; 1961; Australia; California Institute of Technology
Leon Mestel; 1927; Australia; Trinity College, Cambridge
Arthur Richard Newton; 1951; Australia; University of California, Berkeley
Wesley Kingston Whitten; 1918; Australia; University of Sydney
Frank Spedding; 1902; Canada; University of California
Yves Fortier; 1914; Canada; Queen's University
Rosi Sexton; 1977; France; University of Manchester
Bernard Amadei; 1954; France; University of California, Berkeley
Alladi Ramakrishnan; 1923; India; University of Manchester
Anil Kakodkar; 1943; India; University of Nottingham
Willem Luyten; 1899; Indonesia; Leiden University
Ali Khademhosseini; 1975; Iran; Massachusetts Institute of Technology
Gustavo Colonnetti; 1886; Italy; Mathematics
Hugh Wilson; 1945; New Zealand; University of Canterbury
Imtiaz Gilani; 1947; Pakistan; Rutgers University
Yash Pal; 1919; Pakistan; Massachusetts Institute of Technology
Imtiaz Gilani; 1947; Pakistan; University of Engineering and Technology, Peshawar
Manuel Buchwald; 1940; Peru; Brandeis University
Manuel Buchwald; 1940; Peru; Dartmouth College
Theodor Ionescu; 1899; Romania; Alexandru Ioan Cuza University
Edward Eduard; 1911; Ukraine; Jagiellonian University
Eduard Eduard; 1911; Ukraine; Jagiellonian University
Kofler Eduard; 1911; Ukraine; Jagiellonian University
Edward Kofler; 1911; Ukraine; Jagiellonian University
Eduard Kofler; 1911; Ukraine; Jagiellonian University
Kofler Kofler; 1911; Ukraine; Jagiellonian University
Alan. Ashworth; 1960; United Kingdom; Imperial College London
John Wishart; 1898; United Kingdom; University College London
Alan. Ashworth; 1960; United Kingdom; University College London
Alan Baker; 1939; United Kingdom; University College London
Rosi Sexton; 1977; United Kingdom; University of Manchester
